 id  | can_transact | can_select | chance_of_playing_next_round | chance_of_playing_this_round |  code  | cost_change_event | cost_change_event_fall | cost_change_start | cost_change_start_fall | dreamteam_count | element_type | ep_next | ep_this | event_points |     first_name      | form | in_dreamteam |                                news                                 |          news_added           | now_cost |   photo    | points_per_game | removed |                 second_name                  | selected_by_percent | special | squad_number | status | team | team_code | total_points | transfers_in | transfers_in_event | transfers_out | transfers_out_event | value_form | value_season |     web_name     | region | team_join_date | birth_date | has_temporary_code | opta_code | minutes | goals_scored | assists | clean_sheets | goals_conceded | own_goals | penalties_saved | penalties_missed | yellow_cards | red_cards | saves | bonus | bps | influence | creativity | threat | ict_index | clearances_blocks_interceptions | recoveries | tackles | defensive_contribution | starts | expected_goals | expected_assists | expected_goal_involvements | expected_goals_conceded | influence_rank | influence_rank_type | creativity_rank | creativity_rank_type | threat_rank | threat_rank_type | ict_index_rank | ict_index_rank_type | corners_and_indirect_freekicks_order | corners_and_indirect_freekicks_text | direct_freekicks_order | direct_freekicks_text | penalties_order | penalties_text | expected_goals_per_90 | saves_per_90 | expected_assists_per_90 | expected_goal_involvements_per_90 | expected_goals_conceded_per_90 | goals_conceded_per_90 | now_cost_rank | now_cost_rank_type | form_rank | form_rank_type | points_per_game_rank | points_per_game_rank_type | selected_rank | selected_rank_type | starts_per_90 | clean_sheets_per_90 | defensive_contribution_per_90 
 209 | t            | t          |                              |                              | 167887 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       1 |       1 |            1 | Josh                |    1 | f            |                                                                     |                               |       49 | 167887.jpg |             1.5 | f       | Laurent                                      |                   0 | f       |              | a      |    3 |        90 |           16 |         1277 |                 24 |          2644 |                  56 |        0.2 |          3.3 | Laurent          |    241 | 2024-08-30     | 1995-05-06 | f                  | p167887   |     563 |            0 |       0 |            0 |             15 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  76 |        71 |       25.2 |     32 |      12.9 |                              32 |         15 |       4 |                     51 |      6 |           0.16 |             0.15 |                       0.31 |                   14.05 |            259 |                 113 |             296 |                  167 |         254 |              139 |            294 |                 145 |                                      |                                     |                        |                       |                 |                |                  0.03 |            0 |                    0.02 |                              0.05 |                           2.25 |                   2.4 |           295 |                185 |       241 |            115 |                  334 |                       154 |           631 |                256 |          0.96 |                   0 |                          8.15
 210 | t            | t          |                              |                              | 469272 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |     1.7 |     1.7 |            2 | Loum                |  1.7 | f            |                                                                     |                               |       49 | 469272.jpg |             2.2 | f       | Tchaouna                                     |                   0 | f       |              | a      |    3 |        90 |           24 |         3495 |                 80 |          3754 |                 132 |        0.3 |          4.9 | Tchaouna         |     73 | 2025-07-02     | 2003-09-08 | f                  | p469272   |     510 |            1 |       1 |            1 |              7 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  88 |      69.8 |       50.8 |     60 |      18.1 |                              10 |         14 |       8 |                     32 |      6 |           0.45 |             0.25 |                        0.7 |                    9.82 |            262 |                 115 |             224 |                  141 |         185 |              110 |            258 |                 128 |                                      |                                     |                        |                       |                 |                |                  0.08 |            0 |                    0.04 |                              0.12 |                           1.73 |                  1.24 |           328 |                206 |       207 |            104 |                  248 |                       112 |           604 |                237 |          1.06 |                0.18 |                          5.65
  88 | t            | t          |                          100 |                          100 | 155408 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       2 |       2 |            4 | Lewis               |    2 | f            |                                                                     | 2025-09-24 02:00:05.966439-04 |       49 | 155408.jpg |             1.5 | f       | Cook                                         |                   0 | f       |              | a      |    4 |        91 |            9 |         3502 |                227 |          2970 |                 151 |        0.4 |          1.8 | Cook             |    241 | 2016-07-08     | 1997-02-03 | f                  | p155408   |     169 |            0 |       0 |            0 |              5 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  49 |      43.2 |       79.4 |      4 |      12.8 |                               9 |         14 |       6 |                     29 |      1 |           0.04 |              0.1 |                       0.14 |                    3.26 |            319 |                 148 |             157 |                  109 |         363 |              185 |            299 |                 149 |                                    2 |                                     |                        |                       |                 |                |                  0.02 |            0 |                    0.05 |                              0.07 |                           1.74 |                  2.66 |           293 |                183 |       177 |             90 |                  332 |                       152 |           635 |                258 |          0.53 |                   0 |                         15.44
 211 | t            | f          |                            0 |                            0 | 447715 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Aaron               |    0 | f            | has joined Leicester City on loan for the rest of the season.       | 2025-09-02 08:51:25.540742-04 |       44 | 447715.jpg |               0 | f       | Ramsey                                       |                 1.9 | f       |              | u      |    3 |        90 |            0 |        62789 |                  0 |        874237 |                6021 |          0 |            0 | A.Ramsey         |    241 | 2023-08-22     | 2003-01-21 | f                  | p447715   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            587 |                 214 |             579 |                  214 |         556 |              208 |            588 |                 214 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           515 |                300 |       532 |            184 |                  594 |                       219 |           129 |                 43 |             0 |                   0 |                             0
 212 | t            | f          |                            0 |                            0 | 576323 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Oluwaseun           |    0 | f            | Has joined Cercle Brugge on loan for the rest of the season.        | 2025-08-15 08:03:26.649417-04 |       45 | 576323.jpg |               0 | f       | Adewumi                                      |                   0 | f       |              | u      |    3 |        90 |            0 |            0 |                  0 |          2596 |                  18 |          0 |            0 | Adewumi          |     14 | 2024-08-29     | 2005-02-23 | f                  | p576323   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            663 |                 273 |             656 |                  272 |         641 |              268 |            664 |                 273 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           464 |                280 |       611 |            242 |                  667 |                       275 |           711 |                309 |             0 |                   0 |                             0
 213 | t            | t          |                              |                              | 551206 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Jaydon              |    0 | f            |                                                                     |                               |       45 | 551206.jpg |               0 | f       | Banel                                        |                   0 | f       |              | a      |    3 |        90 |            0 |         5016 |                102 |          5362 |                 213 |          0 |            0 | Banel            |    152 | 2025-02-03     | 2004-10-19 | f                  | p551206   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            651 |                 265 |             644 |                  264 |         629 |              260 |            652 |                 265 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           451 |                272 |       601 |            236 |                  657 |                       269 |           585 |                221 |             0 |                   0 |                             0
 214 | t            | t          |                              |                              | 437748 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Mike                |    0 | f            |                                                                     |                               |       44 | 437748.jpg |               0 | f       | Trésor Ndayishimiye                          |                 0.1 | f       |              | a      |    3 |        90 |            0 |         7790 |                109 |          9471 |                 331 |          0 |            0 | Trésor           |     21 | 2024-07-01     | 1999-05-28 | f                  | p437748   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            585 |                 213 |             577 |                  213 |         554 |              207 |            586 |                 213 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           512 |                299 |       530 |            183 |                  592 |                       218 |           511 |                180 |             0 |                   0 |                             0
 215 | t            | t          |                              |                              | 431639 |                 0 |                      0 |                -2 |                      2 |               1 |            4 |     2.7 |     2.7 |            2 | Zian                |  2.7 | f            |                                                                     |                               |       53 | 431639.jpg |               3 | f       | Flemming                                     |                 0.4 | f       |              | a      |    3 |        90 |           27 |        51264 |               4508 |         31505 |                3810 |        0.5 |          5.1 | Flemming         |    152 | 2025-06-01     | 1998-08-01 | f                  | p431639   |     414 |            3 |       0 |            1 |              6 |         0 |               0 |                0 |            2 |         0 |     0 |     3 | 109 |     130.2 |       44.3 |    110 |        28 |                              11 |          7 |       4 |                     22 |      5 |           1.15 |             0.07 |                       1.22 |                    8.96 |            178 |                  14 |             240 |                   25 |          90 |               26 |            181 |                  24 |                                      |                                     |                      2 |                       |                 |                |                  0.25 |            0 |                    0.02 |                              0.27 |                           1.95 |                   1.3 |           200 |                 43 |       144 |             10 |                  170 |                        17 |           284 |                 43 |          1.09 |                0.22 |                          4.78
 216 | t            | t          |                            0 |                            0 | 492831 |                 0 |                      0 |                -2 |                      2 |               0 |            4 |       0 |       0 |            0 | Zeki                |    0 | f            | Knee injury - Unknown return date                                   | 2025-08-10 18:00:04.567659-04 |       48 | 492831.jpg |               0 | f       | Amdouni                                      |                   0 | f       |              | i      |    3 |        90 |            0 |         1072 |                 37 |          5204 |                  53 |          0 |            0 | Amdouni          |    207 | 2023-07-19     | 2000-12-04 | f                  | p492831   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            692 |                  73 |             687 |                   72 |         677 |               72 |            692 |                  73 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           369 |                 58 |       650 |             66 |                  692 |                        73 |           648 |                 80 |             0 |                   0 |                             0
 217 | t            | t          |                          100 |                          100 | 435973 |                 0 |                      0 |                 0 |                      0 |               0 |            4 |     0.3 |     0.3 |            1 | Lyle                |  0.3 | f            |                                                                     | 2025-10-14 09:00:06.552171-04 |       50 | 435973.jpg |             3.2 | f       | Foster                                       |                 1.4 | f       |              | a      |    3 |        90 |           29 |       410222 |               2022 |        315607 |               11805 |        0.1 |          5.8 | Foster           |    198 | 2023-01-25     | 2000-09-03 | f                  | p435973   |     596 |            2 |       1 |            2 |             13 |         0 |               0 |                0 |            2 |         0 |     0 |     4 | 116 |     117.8 |       80.1 |     86 |        28 |                              11 |         16 |       5 |                     32 |      7 |            1.3 |             0.15 |                       1.45 |                   12.38 |            198 |                  17 |             154 |                   11 |         124 |               28 |            180 |                  23 |                                      |                                     |                        |                       |                 |                |                   0.2 |            0 |                    0.02 |                              0.22 |                           1.87 |                  1.96 |           265 |                 52 |       340 |             41 |                  145 |                        15 |           152 |                 21 |          1.06 |                 0.3 |                          4.83
 218 | t            | t          |                              |                              |  44699 |                 0 |                      0 |                -2 |                      2 |               0 |            4 |       0 |       0 |            0 | Ashley              |    0 | f            |                                                                     |                               |       43 | 44699.jpg  |               1 | f       | Barnes                                       |                 1.2 | f       |              | a      |    3 |        90 |            1 |        98566 |               2113 |        229833 |                4548 |          0 |          0.2 | Barnes           |    241 | 2025-01-02     | 1989-10-30 | f                  | p44699    |       7 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   3 |       0.2 |        0.3 |      0 |       0.1 |                               0 |          1 |       0 |                      1 |      0 |              0 |                0 |                          0 |                    0.34 |            440 |                  52 |             414 |                   49 |         516 |               51 |            440 |                  53 |                                      |                                     |                        |                       |               1 |                |                     0 |            0 |                       0 |                                 0 |                           4.37 |                     0 |           556 |                 77 |       485 |             45 |                  385 |                        43 |           166 |                 23 |             0 |                   0 |                         12.86
 219 | t            | f          |                            0 |                            0 | 220598 |                 0 |                      0 |                -1 |                      1 |               0 |            4 |       0 |       0 |            0 | Michael             |    0 | f            | has joined VfL Bochum  on loan for the rest of the season.          | 2025-09-02 08:51:25.55523-04  |       44 | 220598.jpg |               0 | f       | Obafemi                                      |                 0.1 | f       |              | u      |    3 |        90 |            0 |         4151 |                  0 |         37695 |                 241 |          0 |            0 | Obafemi          |    104 | 2023-07-01     | 2000-07-06 | f                  | p220598   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            581 |                  58 |             573 |                   58 |         549 |               57 |            582 |                  59 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           502 |                 68 |       523 |             51 |                  587 |                        60 |           422 |                 59 |             0 |                   0 |                             0
 470 | t            | t          |                          100 |                          100 |  67089 |                 0 |                      0 |                 0 |                      0 |               1 |            1 |       2 |       2 |            2 | Martin              |    2 | f            |                                                                     | 2025-08-11 06:30:07.723845-04 |       40 | 67089.jpg  |             3.1 | f       | Dúbravka                                     |                33.7 | f       |              | a      |    3 |        90 |           37 |      1094432 |              14485 |        695366 |               26064 |        0.5 |          9.2 | Dúbravka         |    194 | 2025-08-07     | 1989-01-15 | f                  | p67089    |    1080 |            0 |       0 |            2 |             24 |         0 |               0 |                0 |            0 |         0 |    49 |     2 | 169 |     369.6 |          0 |      0 |      37.1 |                              21 |         97 |       0 |                      0 |     12 |              0 |             0.01 |                       0.01 |                   25.98 |              4 |                   1 |             482 |                   37 |         449 |               23 |            119 |                   2 |                                      |                                     |                        |                       |                 |                |                     0 |         4.08 |                       0 |                                 0 |                           2.16 |                     2 |           620 |                 41 |       170 |             14 |                  152 |                        15 |             6 |                  1 |             1 |                0.17 |                             0
 676 | t            | t          |                          100 |                          100 | 503714 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       3 |       3 |            2 | Lesley              |    3 | f            |                                                                     | 2025-09-14 18:00:08.706775-04 |       50 | 503714.jpg |             3.1 | f       | Ugochukwu                                    |                 0.1 | f       |              | a      |    3 |        90 |           34 |        21707 |                402 |         12914 |                1413 |        0.6 |          6.8 | Ugochukwu        |     73 | 2025-08-06     | 2004-03-26 | f                  | p503714   |     659 |            2 |       1 |            2 |             12 |         0 |               0 |                0 |            0 |         1 |     0 |     3 | 117 |     134.8 |       33.5 |     94 |        26 |                              16 |         18 |      18 |                     52 |      8 |           0.94 |              0.1 |                       1.04 |                   15.64 |            170 |                  71 |             266 |                  156 |         108 |               66 |            198 |                 100 |                                      |                                     |                        |                       |                 |                |                  0.13 |            0 |                    0.01 |                              0.14 |                           2.14 |                  1.64 |           277 |                170 |       118 |             62 |                  158 |                        70 |           419 |                140 |          1.09 |                0.27 |                           7.1
 680 | t            | t          |                          100 |                           75 | 440323 |                 0 |                      0 |                -3 |                      3 |               0 |            4 |       1 |     0.8 |            1 | Armando             |    1 | f            |                                                                     | 2025-11-17 09:00:08.532872-05 |       52 | 440323.jpg |               1 | f       | Broja                                        |                 0.1 | f       |              | a      |    3 |        90 |            6 |        10877 |                356 |         26533 |                 337 |        0.2 |          1.2 | Broja            |      2 | 2025-08-08     | 2001-09-10 | f                  | p440323   |      93 |            0 |       0 |            0 |              7 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  17 |      12.6 |        4.7 |     31 |         5 |                               3 |          0 |       2 |                      5 |      0 |           0.07 |             0.03 |                        0.1 |                    4.86 |            390 |                  40 |             376 |                   44 |         258 |               41 |            369 |                  43 |                                      |                                     |                        |                       |                 |                |                  0.07 |            0 |                    0.03 |                               0.1 |                            4.7 |                  6.77 |           220 |                 47 |       249 |             29 |                  421 |                        50 |           441 |                 62 |             0 |                   0 |                          4.84
 722 | t            | t          |                              |                              | 216055 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     2.7 |     2.7 |            2 | Florentino Ibrain   |  2.7 | f            |                                                                     |                               |       50 | 216055.jpg |             3.3 | f       | Morris Luís                                  |                 0.1 | f       |              | a      |    3 |        90 |           30 |         9225 |                165 |          4654 |                 549 |        0.5 |            6 | Florentino       |    173 | 2025-09-01     | 1999-08-19 | f                  | p216055   |     740 |            0 |       1 |            1 |             17 |         0 |               0 |                0 |            1 |         0 |     0 |     0 | 137 |     170.8 |       78.3 |     31 |      28.2 |                              34 |         34 |      38 |                    106 |      8 |           0.48 |             0.11 |                       0.59 |                   17.26 |            122 |                  47 |             160 |                  112 |         257 |              142 |            177 |                  92 |                                      |                                     |                        |                       |                 |                |                  0.06 |            0 |                    0.01 |                              0.07 |                            2.1 |                  2.07 |           255 |                157 |       140 |             70 |                  132 |                        57 |           566 |                210 |          0.97 |                0.12 |                         12.89
  66 | t            | f          |                            0 |                            0 |  69752 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Norberto            |    0 | f            | Has joined Botafogo permanently.                                    | 2025-08-10 21:25:12.553868-04 |       45 | 69752.jpg  |               0 | f       | Murara Neto                                  |                 0.1 | f       |              | u      |    4 |        91 |            0 |            0 |                  0 |         15218 |                 113 |          0 |            0 | Neto             |     30 | 2022-08-07     | 1989-07-19 | f                  | p69752    |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            618 |                  84 |             609 |                   76 |         589 |               65 |            619 |                  84 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           393 |                 21 |       566 |             81 |                  624 |                        83 |           523 |                 78 |             0 |                   0 |                             0
  67 | t            | t          |                              |                              | 457569 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |     1.3 |     1.3 |            1 | Đorđe               |  1.3 | f            |                                                                     |                               |       45 | 457569.jpg |             3.4 | f       | Petrović                                     |                 5.7 | f       |              | a      |    4 |        91 |           41 |       670048 |               7143 |        348530 |               15393 |        0.3 |          9.1 | Petrović         |    190 | 2025-07-16     | 1999-10-08 | f                  | p457569   |    1080 |            0 |       0 |            4 |             20 |         0 |               0 |                0 |            1 |         0 |    35 |     1 | 163 |     278.6 |          0 |      0 |      27.9 |                              22 |         90 |       0 |                      0 |     12 |              0 |                0 |                          0 |                    15.7 |             28 |                   9 |             624 |                   78 |         609 |               69 |            182 |                   9 |                                      |                                     |                        |                       |                 |                |                     0 |         2.92 |                       0 |                                 0 |                           1.31 |                  1.67 |           426 |                 25 |       216 |             19 |                  122 |                        13 |            68 |                 12 |             1 |                0.33 |                             0
  68 | t            | t          |                              |                              | 444172 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Will                |    0 | f            |                                                                     |                               |       40 | 444172.jpg |               0 | f       | Dennis                                       |                   1 | f       |              | a      |    4 |        91 |            0 |        41426 |                366 |         53331 |                1184 |          0 |            0 | Dennis           |    241 | 2019-08-01     | 2000-07-10 | f                  | p444172   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            516 |                  62 |             503 |                   50 |         470 |               36 |            515 |                  62 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           643 |                 54 |       436 |             55 |                  520 |                        61 |           186 |                 26 |             0 |                   0 |                             0
  69 | t            | t          |                              |                              | 568791 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Callan              |    0 | f            |                                                                     |                               |       40 | 568791.jpg |               0 | f       | McKenna                                      |                 0.2 | f       |              | a      |    4 |        91 |            0 |         6372 |                 84 |         10007 |                 215 |          0 |            0 | McKenna          |    243 | 2024-02-01     | 2006-12-22 | f                  | p568791   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            543 |                  75 |             531 |                   63 |         499 |               49 |            543 |                  75 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           677 |                 67 |       467 |             68 |                  548 |                        74 |           363 |                 55 |             0 |                   0 |                             0
  89 | t            | f          |                            0 |                            0 | 168991 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Philip              |    0 | f            | Has joined Midtjylland permanently.                                 | 2025-08-27 08:49:57.472718-04 |       49 | 168991.jpg |               0 | f       | Billing                                      |                   0 | f       |              | u      |    4 |        91 |            0 |          598 |                  0 |          6387 |                  20 |          0 |            0 | Philip           |     58 | 2019-07-29     | 1996-06-11 | f                  | p168991   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            696 |                 294 |             691 |                  294 |         682 |              291 |            696 |                 294 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           296 |                186 |       658 |            272 |                  696 |                       294 |           641 |                262 |             0 |                   0 |                             0
  70 | t            | f          |                            0 |                            0 | 495145 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Alex                |    0 | f            | Has joined Lechia Gdansk on loan for the rest of the season.        | 2025-08-27 08:50:21.648936-04 |       40 | 495145.jpg |               0 | f       | Paulsen                                      |                 0.1 | f       |              | u      |    4 |        91 |            0 |         1107 |                  0 |          8781 |                 101 |          0 |            0 | Paulsen          |    154 | 2024-07-01     | 2002-07-04 | f                  | p495145   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            530 |                  70 |             518 |                   58 |         485 |               44 |            530 |                  70 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           662 |                 62 |       453 |             63 |                  535 |                        69 |           518 |                 77 |             0 |                   0 |                             0
  71 | t            | f          |                            0 |                            0 | 477580 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |       0 |       0 |            0 | Illia               |    0 | f            | Has joined Paris Saint-Germain permanently.                         | 2025-08-12 09:14:36.02817-04  |       50 | 477580.jpg |               0 | f       | Zabarnyi                                     |                   0 | f       |              | u      |    4 |        91 |            0 |            0 |                  0 |          8045 |                  14 |          0 |            0 | Zabarnyi         |    225 | 2023-01-31     | 2002-09-01 | f                  | p477580   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            718 |                 245 |             716 |                  245 |         709 |              244 |            718 |                 245 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           270 |                 43 |       688 |            239 |                  718 |                       245 |           639 |                221 |             0 |                   0 |                             0
  72 | t            | t          |                              |                              | 221466 |                 0 |                      0 |                 5 |                     -5 |               1 |            2 |     2.7 |     2.7 |            3 | Marcos              |  2.7 | f            |                                                                     |                               |       50 | 221466.jpg |             5.1 | f       | Senesi Barón                                 |                25.8 | f       |              | a      |    4 |        91 |           61 |      3726833 |              38507 |        699727 |               63307 |        0.5 |         12.2 | Senesi           |     10 | 2022-08-08     | 1997-05-10 | f                  | p221466   |    1067 |            0 |       3 |            4 |             20 |         0 |               0 |                0 |            4 |         0 |     0 |     6 | 202 |     391.2 |      134.5 |     37 |      56.3 |                             127 |         51 |      19 |                    146 |     12 |           0.18 |             1.92 |                        2.1 |                   15.42 |              2 |                   1 |              82 |                   20 |         243 |               68 |             43 |                   3 |                                      |                                     |                        |                       |                 |                |                  0.02 |            0 |                    0.16 |                              0.18 |                            1.3 |                  1.69 |           256 |                 39 |       141 |             50 |                   25 |                        14 |            12 |                  5 |          1.01 |                0.34 |                         12.31
