 id  | can_transact | can_select | chance_of_playing_next_round | chance_of_playing_this_round |  code  | cost_change_event | cost_change_event_fall | cost_change_start | cost_change_start_fall | dreamteam_count | element_type | ep_next | ep_this | event_points |     first_name      | form | in_dreamteam |                                news                                 |          news_added           | now_cost |   photo    | points_per_game | removed |                 second_name                  | selected_by_percent | special | squad_number | status | team | team_code | total_points | transfers_in | transfers_in_event | transfers_out | transfers_out_event | value_form | value_season |     web_name     | region | team_join_date | birth_date | has_temporary_code | opta_code | minutes | goals_scored | assists | clean_sheets | goals_conceded | own_goals | penalties_saved | penalties_missed | yellow_cards | red_cards | saves | bonus | bps | influence | creativity | threat | ict_index | clearances_blocks_interceptions | recoveries | tackles | defensive_contribution | starts | expected_goals | expected_assists | expected_goal_involvements | expected_goals_conceded | influence_rank | influence_rank_type | creativity_rank | creativity_rank_type | threat_rank | threat_rank_type | ict_index_rank | ict_index_rank_type | corners_and_indirect_freekicks_order | corners_and_indirect_freekicks_text | direct_freekicks_order | direct_freekicks_text | penalties_order | penalties_text | expected_goals_per_90 | saves_per_90 | expected_assists_per_90 | expected_goal_involvements_per_90 | expected_goals_conceded_per_90 | goals_conceded_per_90 | now_cost_rank | now_cost_rank_type | form_rank | form_rank_type | points_per_game_rank | points_per_game_rank_type | selected_rank | selected_rank_type | starts_per_90 | clean_sheets_per_90 | defensive_contribution_per_90 
 219 | t            | f          |                            0 |                            0 | 220598 |                 0 |                      0 |                -1 |                      1 |               0 |            4 |       0 |       0 |            0 | Michael             |    0 | f            | has joined VfL Bochum  on loan for the rest of the season.          | 2025-09-02 08:51:25.55523-04  |       44 | 220598.jpg |               0 | f       | Obafemi                                      |                 0.1 | f       |              | u      |    3 |        90 |            0 |         4151 |                  0 |         38341 |                 245 |          0 |            0 | Obafemi          |    104 | 2023-07-01     | 2000-07-06 | f                  | p220598   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            590 |                  60 |             581 |                   59 |         560 |               59 |            591 |                  60 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           499 |                 68 |       538 |             54 |                  595 |                        60 |           425 |                 59 |             0 |                   0 |                             0
 470 | t            | t          |                          100 |                          100 |  67089 |                 0 |                      0 |                 0 |                      0 |               1 |            1 |     1.8 |     1.8 |            2 | Martin              |  1.8 | f            |                                                                     | 2025-08-11 06:30:07.723845-04 |       40 | 67089.jpg  |             2.9 | f       | Dúbravka                                     |                33.7 | f       |              | a      |    3 |        90 |           40 |      1144467 |              21789 |        766480 |               30806 |        0.4 |           10 | Dúbravka         |    194 | 2025-08-07     | 1989-01-15 | f                  | p67089    |    1260 |            0 |       0 |            2 |             28 |         0 |               0 |                0 |            0 |         0 |    52 |     2 | 183 |     397.8 |          0 |      0 |      39.9 |                              23 |        116 |       0 |                      0 |     14 |              0 |             0.03 |                       0.03 |                   29.63 |              8 |                   2 |             490 |                   40 |         459 |               26 |            135 |                   2 |                                      |                                     |                        |                       |                 |                |                     0 |         3.71 |                       0 |                                 0 |                           2.12 |                     2 |           622 |                 41 |       207 |             16 |                  180 |                        14 |             7 |                  1 |             1 |                0.14 |                             0
 676 | t            | t          |                          100 |                          100 | 503714 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     2.2 |     2.2 |            1 | Lesley              |  2.2 | f            |                                                                     | 2025-09-14 18:00:08.706775-04 |       50 | 503714.jpg |             2.8 | f       | Ugochukwu                                    |                 0.1 | f       |              | a      |    3 |        90 |           36 |        22409 |                127 |         16480 |                1419 |        0.4 |          7.2 | Ugochukwu        |     73 | 2025-08-06     | 2004-03-26 | f                  | p503714   |     708 |            2 |       1 |            2 |             15 |         0 |               0 |                0 |            0 |         1 |     0 |     3 | 128 |     143.2 |       46.2 |    103 |        29 |                              18 |         20 |      19 |                     57 |      8 |           0.97 |             0.11 |                       1.08 |                   17.36 |            196 |                  80 |             251 |                  152 |         126 |               75 |            214 |                 109 |                                      |                                     |                        |                       |                 |                |                  0.12 |            0 |                    0.01 |                              0.13 |                           2.21 |                  1.91 |           275 |                169 |       173 |             87 |                  194 |                        86 |           441 |                150 |          1.02 |                0.25 |                          7.25
 680 | t            | t          |                          100 |                          100 | 440323 |                 0 |                      0 |                -3 |                      3 |               0 |            4 |       1 |       1 |            1 | Armando             |    1 | f            |                                                                     | 2025-11-17 09:00:08.532872-05 |       52 | 440323.jpg |               1 | f       | Broja                                        |                 0.1 | f       |              | a      |    3 |        90 |            8 |        11793 |                378 |         27381 |                 373 |        0.2 |          1.5 | Broja            |      2 | 2025-08-08     | 2001-09-10 | f                  | p440323   |     111 |            0 |       0 |            0 |              9 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  21 |      15.6 |        7.7 |     37 |       6.3 |                               3 |          1 |       2 |                      6 |      0 |           0.26 |             0.04 |                        0.3 |                    5.62 |            390 |                  41 |             376 |                   46 |         259 |               44 |            372 |                  44 |                                      |                                     |                        |                       |                 |                |                  0.21 |            0 |                    0.03 |                              0.24 |                           4.56 |                   7.3 |           218 |                 47 |       282 |             31 |                  430 |                        50 |           437 |                 62 |             0 |                   0 |                          4.86
 722 | t            | t          |                              |                              | 216055 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     3.2 |     3.2 |            2 | Florentino Ibrain   |  3.2 | f            |                                                                     |                               |       50 | 216055.jpg |             3.4 | f       | Morris Luís                                  |                   0 | f       |              | a      |    3 |        90 |           37 |         9778 |                106 |          5852 |                 559 |        0.6 |          7.4 | Florentino       |    173 | 2025-09-01     | 1999-08-19 | f                  | p216055   |     884 |            0 |       1 |            2 |             18 |         0 |               0 |                0 |            1 |         0 |     0 |     0 | 171 |     206.8 |      100.8 |     31 |      34.1 |                              45 |         41 |      44 |                    130 |     10 |           0.48 |             0.18 |                       0.66 |                   19.37 |            120 |                  44 |             148 |                  106 |         276 |              147 |            174 |                  89 |                                      |                                     |                        |                       |                 |                |                  0.05 |            0 |                    0.02 |                              0.07 |                           1.97 |                  1.83 |           254 |                156 |       110 |             52 |                  117 |                        52 |           572 |                214 |          1.02 |                 0.2 |                         13.24
  66 | t            | f          |                            0 |                            0 |  69752 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Norberto            |    0 | f            | Has joined Botafogo permanently.                                    | 2025-08-10 21:25:12.553868-04 |       45 | 69752.jpg  |               0 | f       | Murara Neto                                  |                 0.1 | f       |              | u      |    4 |        91 |            0 |            0 |                  0 |         15460 |                 106 |          0 |            0 | Neto             |     30 | 2022-08-07     | 1989-07-19 | f                  | p69752    |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            625 |                  85 |             615 |                   77 |         597 |               66 |            626 |                  85 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           394 |                 21 |       575 |             83 |                  630 |                        85 |           526 |                 78 |             0 |                   0 |                             0
  67 | t            | t          |                              |                              | 457569 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |     1.5 |     1.5 |            2 | Đorđe               |  1.5 | f            |                                                                     |                               |       45 | 457569.jpg |             3.2 | f       | Petrović                                     |                 5.6 | f       |              | a      |    4 |        91 |           45 |       690419 |               6127 |        398196 |               26084 |        0.3 |           10 | Petrović         |    190 | 2025-07-16     | 1999-10-08 | f                  | p457569   |    1260 |            0 |       0 |            4 |             24 |         0 |               0 |                0 |            1 |         0 |    40 |     1 | 178 |       320 |          0 |      0 |      32.1 |                              26 |        102 |       0 |                      0 |     14 |              0 |                0 |                          0 |                   18.42 |             23 |                   7 |             630 |                   79 |         617 |               70 |            190 |                   8 |                                      |                                     |                        |                       |                 |                |                     0 |         2.86 |                       0 |                                 0 |                           1.32 |                  1.71 |           423 |                 25 |       234 |             19 |                  143 |                        13 |            72 |                 13 |             1 |                0.29 |                             0
  68 | t            | t          |                              |                              | 444172 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Will                |    0 | f            |                                                                     |                               |       40 | 444172.jpg |               0 | f       | Dennis                                       |                   1 | f       |              | a      |    4 |        91 |            0 |        43010 |                835 |         56385 |                1385 |          0 |            0 | Dennis           |    241 | 2019-08-01     | 2000-07-10 | f                  | p444172   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            523 |                  64 |             510 |                   52 |         479 |               38 |            523 |                  64 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           643 |                 53 |       454 |             59 |                  528 |                        64 |           188 |                 26 |             0 |                   0 |                             0
  69 | t            | t          |                              |                              | 568791 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Callan              |    0 | f            |                                                                     |                               |       40 | 568791.jpg |               0 | f       | McKenna                                      |                 0.2 | f       |              | a      |    4 |        91 |            0 |         6797 |                275 |         10639 |                 257 |          0 |            0 | McKenna          |    243 | 2024-02-01     | 2006-12-22 | f                  | p568791   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            549 |                  76 |             536 |                   64 |         506 |               50 |            549 |                  76 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           675 |                 65 |       482 |             71 |                  554 |                        76 |           374 |                 55 |             0 |                   0 |                             0
  70 | t            | f          |                            0 |                            0 | 495145 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Alex                |    0 | f            | Has joined Lechia Gdansk on loan for the rest of the season.        | 2025-08-27 08:50:21.648936-04 |       40 | 495145.jpg |               0 | f       | Paulsen                                      |                 0.1 | f       |              | u      |    4 |        91 |            0 |         1107 |                  0 |          9046 |                 107 |          0 |            0 | Paulsen          |    154 | 2024-07-01     | 2002-07-04 | f                  | p495145   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            536 |                  71 |             523 |                   59 |         492 |               45 |            536 |                  71 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           660 |                 60 |       468 |             66 |                  541 |                        71 |           521 |                 77 |             0 |                   0 |                             0
  71 | t            | f          |                            0 |                            0 | 477580 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |       0 |       0 |            0 | Illia               |    0 | f            | Has joined Paris Saint-Germain permanently.                         | 2025-08-12 09:14:36.02817-04  |       50 | 477580.jpg |               0 | f       | Zabarnyi                                     |                   0 | f       |              | u      |    4 |        91 |            0 |            0 |                  0 |          8069 |                  13 |          0 |            0 | Zabarnyi         |    225 | 2023-01-31     | 2002-09-01 | f                  | p477580   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            721 |                 245 |             718 |                  245 |         711 |              244 |            721 |                 245 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           268 |                 43 |       698 |            241 |                  721 |                       245 |           641 |                222 |             0 |                   0 |                             0
  72 | t            | t          |                          100 |                            0 | 221466 |                 0 |                      0 |                 5 |                     -5 |               1 |            2 |     1.8 |       0 |            0 | Marcos              |  1.8 | f            |                                                                     | 2025-11-29 15:30:06.79661-05  |       50 | 221466.jpg |             4.8 | f       | Senesi Barón                                 |                19.5 | f       |              | a      |    4 |        91 |           63 |      3755893 |              11272 |       1594414 |              169422 |        0.4 |         12.6 | Senesi           |     10 | 2022-08-08     | 1997-05-10 | f                  | p221466   |    1157 |            0 |       3 |            4 |             23 |         0 |               0 |                0 |            5 |         0 |     0 |     6 | 212 |     429.2 |      174.4 |     39 |      64.3 |                             138 |         57 |      22 |                    160 |     13 |           0.18 |             2.27 |                       2.45 |                    16.7 |              4 |                   2 |              67 |                   15 |         254 |               75 |             39 |                   4 |                                      |                                     |                        |                       |                 |                |                  0.01 |            0 |                    0.18 |                              0.19 |                            1.3 |                  1.79 |           255 |                 39 |       216 |             73 |                   29 |                        16 |            18 |                  7 |          1.01 |                0.31 |                         12.45
  73 | t            | t          |                          100 |                          100 |  54469 |                 0 |                      0 |                -1 |                      1 |               0 |            2 |     0.8 |     0.8 |            0 | Adam                |  0.8 | f            |                                                                     | 2025-08-30 21:00:07.918421-04 |       44 | 54469.jpg  |             1.8 | f       | Smith                                        |                 0.2 | f       |              | a      |    4 |        91 |           11 |        16444 |                226 |         33369 |                 371 |        0.2 |          2.5 | Smith            |    241 | 2014-01-28     | 1991-04-29 | f                  | p54469    |     296 |            0 |       0 |            1 |              6 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  33 |      23.6 |       16.8 |      8 |       4.8 |                              12 |          3 |       2 |                     14 |      5 |              0 |              0.1 |                        0.1 |                    3.77 |            374 |                 140 |             336 |                  114 |         340 |              118 |            383 |                 133 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                    0.03 |                              0.03 |                           1.15 |                  1.82 |           488 |                 99 |       295 |            106 |                  300 |                       109 |           392 |                146 |          1.52 |                 0.3 |                          4.26
  74 | t            | t          |                              |                              | 494521 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |     1.2 |     1.2 |            4 | Adrien              |  1.2 | f            |                                                                     |                               |       45 | 494521.jpg |             3.6 | f       | Truffert                                     |                 2.3 | f       |              | a      |    4 |        91 |           50 |       391490 |               3619 |        205945 |               15519 |        0.3 |         11.1 | Truffert         |     73 | 2025-06-16     | 2001-11-20 | f                  | p494521   |    1232 |            0 |       1 |            4 |             22 |         0 |               0 |                0 |            3 |         0 |     0 |     6 | 193 |       295 |      244.5 |     66 |      60.5 |                              71 |         77 |      30 |                    101 |     14 |            0.2 |             0.95 |                       1.15 |                   17.57 |             43 |                  20 |              38 |                    5 |         192 |               42 |             48 |                   6 |                                      |                                     |                        |                       |                 |                |                  0.01 |            0 |                    0.07 |                              0.08 |                           1.28 |                  1.61 |           435 |                 90 |       253 |             89 |                  100 |                        39 |           120 |                 47 |          1.02 |                0.29 |                          7.38
  75 | t            | t          |                           25 |                           25 | 541462 |                 0 |                      0 |                -1 |                      1 |               0 |            2 |       0 |       0 |            0 | Matai               |    0 | f            | Muscle injury - 25% chance of playing                               | 2025-11-07 10:00:08.469996-05 |       39 | 541462.jpg |               0 | f       | Akinmboni                                    |                 0.2 | f       |              | d      |    4 |        91 |            0 |        11523 |                 37 |         25647 |                 618 |          0 |            0 | Akinmboni        |    229 | 2025-01-03     | 2006-10-17 | f                  | p541462   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            494 |                 185 |             478 |                  184 |         447 |              173 |            494 |                 185 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           732 |                225 |       423 |            159 |                  499 |                       184 |           355 |                128 |             0 |                   0 |                             0
  76 | t            | t          |                              |                              | 518906 |                 0 |                      0 |                -1 |                      1 |               0 |            2 |       0 |       0 |            0 | Owen                |    0 | f            |                                                                     |                               |       39 | 518906.jpg |               0 | f       | Bevan                                        |                 0.2 | f       |              | a      |    4 |        91 |            0 |         7274 |                218 |         13102 |                 300 |          0 |            0 | Bevan            |    244 | 2022-08-22     | 2003-10-26 | f                  | p518906   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            491 |                 183 |             475 |                  182 |         444 |              171 |            491 |                 183 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           728 |                222 |       419 |            156 |                  496 |                       182 |           397 |                147 |             0 |                   0 |                             0
  77 | t            | t          |                              |                              | 463981 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |       0 |       0 |            0 | James               |    0 | f            |                                                                     |                               |       40 | 463981.jpg |             2.4 | f       | Hill                                         |                 0.7 | f       |              | a      |    4 |        91 |           17 |        90242 |                675 |         93259 |                3239 |          0 |          4.2 | Hill             |    241 | 2022-01-05     | 2002-01-10 | f                  | p463981   |     273 |            0 |       0 |            2 |              3 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  61 |        44 |        5.3 |     41 |       9.1 |                              20 |          9 |       4 |                     24 |      2 |           0.12 |             0.19 |                       0.31 |                    3.13 |            335 |                 122 |             382 |                  132 |         249 |               72 |            350 |                 119 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.06 |                               0.1 |                           1.03 |                  0.99 |           650 |                173 |       461 |            178 |                  236 |                        88 |           203 |                 74 |          0.66 |                0.66 |                          7.91
  78 | t            | t          |                          100 |                          100 | 436893 |                -1 |                      1 |                -2 |                      2 |               0 |            2 |       0 |       0 |            0 | Julián              |    0 | f            |                                                                     | 2025-08-28 13:00:07.495624-04 |       38 | 436893.jpg |               0 | f       | Araujo Zúñiga                                |                 0.7 | f       |              | a      |    4 |        91 |            0 |        27884 |                821 |         96742 |                1483 |          0 |            0 | J.Araujo         |    139 | 2024-08-13     | 2001-08-13 | f                  | p436893   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            451 |                 162 |             435 |                  161 |         400 |              146 |            450 |                 161 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           747 |                238 |       376 |            132 |                  457 |                       162 |           218 |                 81 |             0 |                   0 |                             0
  79 | t            | f          |                            0 |                            0 | 223911 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |       0 |       0 |            0 | Chris               |    0 | f            | has joined West Bromwich Albion permanently.                        | 2025-09-02 08:54:34.562307-04 |       40 | 223911.jpg |               0 | f       | Mepham                                       |                 0.1 | f       |              | u      |    4 |        91 |            0 |         1400 |                  0 |         15454 |                 116 |          0 |            0 | Mepham           |    244 | 2019-01-22     | 1997-11-05 | f                  | p223911   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            516 |                 197 |             503 |                  197 |         472 |              186 |            516 |                 197 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           635 |                166 |       447 |            172 |                  521 |                       196 |           496 |                182 |             0 |                   0 |                             0
  80 | t            | t          |                          100 |                          100 | 575901 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |     0.2 |     0.2 |            1 | Julio               |  0.2 | f            |                                                                     | 2025-10-16 04:00:09.313004-04 |       40 | 575901.jpg |               1 | f       | Soler Barreto                                |                 0.2 | f       |              | a      |    4 |        91 |            2 |        10838 |                373 |         22102 |                 482 |          0 |          0.5 | Soler            |     10 | 2025-01-07     | 2005-02-16 | f                  | p575901   |      21 |            0 |       0 |            0 |              1 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   2 |       0.6 |        1.8 |      2 |       0.4 |                               0 |          1 |       0 |                      0 |      0 |              0 |                0 |                          0 |                    0.17 |            444 |                 157 |             398 |                  143 |         383 |              139 |            439 |                 155 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                           0.73 |                  4.29 |           677 |                191 |       343 |            119 |                  392 |                       142 |           357 |                129 |             0 |                   0 |                             0
  81 | t            | t          |                          100 |                          100 | 222683 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     1.2 |     1.2 |            2 | Justin              |  1.2 | f            |                                                                     | 2025-11-17 08:00:08.025954-05 |       70 | 222683.jpg |             1.8 | f       | Kluivert                                     |                 0.8 | f       |              | a      |    4 |        91 |           21 |       145761 |               2055 |        184925 |                3354 |        0.2 |            3 | Kluivert         |    152 | 2023-07-01     | 1999-05-05 | f                  | p222683   |     480 |            1 |       0 |            2 |              7 |         0 |               0 |                0 |            3 |         0 |     0 |     1 |  67 |        77 |      132.3 |     55 |      26.3 |                               5 |         18 |       6 |                     29 |      5 |           0.45 |              0.9 |                       1.35 |                    7.36 |            282 |                 127 |             104 |                   74 |         224 |              127 |            232 |                 118 |                                    4 |                                     |                      2 |                       |               1 |                |                  0.08 |            0 |                    0.17 |                              0.25 |                           1.38 |                  1.31 |            35 |                 21 |       262 |            123 |                  318 |                       147 |           200 |                 67 |          0.94 |                0.38 |                          5.44
  82 | t            | t          |                          100 |                          100 | 437730 |                -1 |                      1 |                 7 |                     -7 |               3 |            3 |     1.2 |     1.2 |            4 | Antoine             |  1.2 | t            |                                                                     | 2025-11-17 08:00:08.045504-05 |       77 | 437730.jpg |             6.2 | f       | Semenyo                                      |                  48 | f       |              | a      |    4 |        91 |           80 |      7603938 |              61094 |       3035880 |              527216 |        0.2 |         10.4 | Semenyo          |     81 | 2023-01-27     | 2000-01-07 | f                  | p437730   |    1170 |            6 |       4 |            4 |             22 |         0 |               0 |                1 |            3 |         0 |     0 |     9 | 237 |       362 |      220.1 |    363 |      94.7 |                              12 |         70 |      22 |                    104 |     13 |           4.99 |             1.11 |                        6.1 |                   17.77 |             11 |                   3 |              48 |                   38 |           6 |                3 |             11 |                   9 |                                      |                                     |                      4 |                       |               3 |                |                  0.38 |            0 |                    0.09 |                              0.47 |                           1.37 |                  1.69 |            20 |                 14 |       263 |            124 |                    6 |                         1 |             2 |                  1 |             1 |                0.31 |                             8
  84 | t            | t          |                              |                              | 201658 |                 0 |                      0 |                 0 |                      0 |               2 |            3 |     2.8 |     2.8 |            1 | Marcus              |  2.8 | f            |                                                                     |                               |       55 | 201658.jpg |               4 | f       | Tavernier                                    |                 1.9 | f       |              | a      |    4 |        91 |           56 |       444281 |               5120 |        293484 |               28870 |        0.5 |         10.2 | Tavernier        |    241 | 2022-08-01     | 1999-03-22 | f                  | p201658   |    1066 |            3 |       1 |            5 |             20 |         0 |               0 |                0 |            1 |         0 |     0 |     6 | 193 |     241.2 |      308.1 |    207 |      75.8 |                              24 |         50 |      17 |                     91 |     12 |           2.67 |             1.71 |                       4.38 |                   13.98 |             93 |                  34 |              18 |                   18 |          48 |               26 |             25 |                  20 |                                    2 |                                     |                      1 |                       |               4 |                |                  0.23 |            0 |                    0.14 |                              0.37 |                           1.18 |                  1.69 |           138 |                 87 |       141 |             67 |                   83 |                        39 |           133 |                 44 |          1.01 |                0.42 |                          7.68
  85 | t            | t          |                            0 |                          100 | 200785 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |     3.5 |            1 | Tyler               |  3.5 | f            | Suspended until 15 Dec                                              | 2025-12-02 17:30:08.555707-05 |       50 | 200785.jpg |             3.5 | f       | Adams                                        |                 0.5 | f       |              | s      |    4 |        91 |           49 |        72232 |                392 |         61823 |               10078 |        0.7 |          9.8 | Adams            |    229 | 2023-08-20     | 1999-02-14 | f                  | p200785   |    1192 |            2 |       1 |            4 |             23 |         0 |               0 |                0 |            5 |         0 |     0 |     3 | 242 |     262.2 |         74 |    105 |      44.3 |                              49 |         61 |      35 |                    145 |     14 |           0.56 |             0.32 |                       0.88 |                    17.6 |             72 |                  22 |             192 |                  127 |         123 |               73 |            108 |                  63 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.02 |                              0.06 |                           1.33 |                  1.74 |           249 |                152 |        86 |             40 |                  106 |                        48 |           250 |                 89 |          1.06 |                 0.3 |                         10.95
